# Downloaded from finance.yahoo.com
Date,Open,High,Low,Close,Volume,Adj Close
2015-10-28,622.759,622.759,622.759,622.759,000,622.759
2015-10-27,616.054,616.054,616.054,616.054,000,616.054
2015-10-26,623.53,623.53,623.53,623.53,000,623.53
2015-10-23,623.821,623.821,623.821,623.821,000,623.821
2015-10-22,615.625,615.625,615.625,615.625,000,615.625
2015-10-21,614.711,614.711,614.711,614.711,000,614.711
2015-10-20,613.333,613.333,613.333,613.333,000,613.333
2015-10-19,613.856,613.856,613.856,613.856,000,613.856
2015-10-16,614.016,614.016,614.016,614.016,000,614.016
2015-10-15,615.092,615.092,615.092,615.092,000,615.092
2015-10-14,607.998,607.998,607.998,607.998,000,607.998
2015-10-13,609.89,609.89,609.89,609.89,000,609.89
2015-10-12,612.861,612.861,612.861,612.861,000,612.861
2015-10-09,618.814,618.814,618.814,618.814,000,618.814
2015-10-08,614.659,614.659,614.659,614.659,000,614.659
2015-10-07,622.982,622.982,622.982,622.982,000,622.982
2015-10-05,601.302,601.302,601.302,601.302,000,601.302
2015-10-02,581.481,581.481,581.481,581.481,000,581.481
2015-09-30,581.786,581.786,581.786,581.786,000,581.786
2015-09-29,571.292,571.292,571.292,571.292,000,571.292
2015-09-28,570.531,570.531,570.531,570.531,000,570.531
2015-09-25,579.936,579.936,579.936,579.936,000,579.936
2015-09-24,566.666,566.666,566.666,566.666,000,566.666
2015-09-23,575.434,575.434,575.434,575.434,000,575.434
2015-09-22,579.291,579.291,579.291,579.291,000,579.291
2015-09-21,587.125,587.125,587.125,587.125,000,587.125
2015-09-18,584.326,584.326,584.326,584.326,000,584.326
2015-09-17,592.538,592.538,592.538,592.538,000,592.538
2015-09-16,587.726,587.726,587.726,587.726,000,587.726
2015-09-14,574.894,574.894,574.894,574.894,000,574.894
2015-09-11,579.01,579.01,579.01,579.01,000,579.01
2015-09-10,585.225,585.225,585.225,585.225,000,585.225
2015-09-09,597.219,597.219,597.219,597.219,000,597.219
2015-09-08,590.255,590.255,590.255,590.255,000,590.255
